source_row_number,severity,issue_type,column_name,column_index,value,message
189,warning,invalid_ar_date,VISADO,44,"ampliaciòn de quincho nexistente al fondo para transformarlo en dos monoambientes, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion Ord 56/07, art 3, CE art 5, 27, 37, 176, 178, 179, 202, 223, 232 ,233, 247",Fecha de visado invalida para formato AR (dd/mm/aaaa).
190,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda , una sion terminar, de madera, otra mas ya declarada al frente, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion C.E art 5, 27, 37, 144, 151, 176, 178, 179, 181, 182, 198, 202, 214, 223, 232, 233, Ord 130/22, art 20",Fecha de visado invalida para formato AR (dd/mm/aaaa).
191,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar relevada, dos dormitorios, uno con vestidor y baño, baño, cocina comedor estar, cochera semicubierta, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, punto 1, inc 9, INFRACCION C.E. art 5, 27, 37, 141, 144, 151, 182, Ord 130/22, art 21, anevo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
193,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, a la fecha terminada,  sistema de construccion industrializado en seco (Steel Framing), dos dormitorios, baño, estar comedor cocina, lavadero, cochera descubierta, BAJO ORD 27/10, art 1, punto 1, inc 9, punto 2, inc 2 y 3, Infracción C.E. art 5, 27, 37, Ord 130/22, art 20, Anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
194,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda, una de un dormitorio, baño y cocina comedor estar, cochera descubierta, otra e la esquina de dos dormitorios, baño, cocina, comedor cochera semicubierta, BAJO ORD 27/10, art 1, punto 2, inc 2, y 3, Infraccion Ord 130/22, art 20, Anexo V, Infraccion art 5, 27, 37, 144, 176, 178, 182, 201, 202, 214, del CE, Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
195,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar existente, en PB dormitorio ppal en suite, con vestidor y baño compartimentado, cochera cubierta, depòsito para cochera, toilette bajo escalera, cocina desayunador comedor , estar, acceso semicubierto, galerìa al fondo con parrilla, cocheras dobles semicubiertas, en PA dos dormitorios, baño completo, balcon y estar intimo balconeando sobre el estar y acceso de PB, Piscina a construir, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion CE art 5, 27, 37",Fecha de visado invalida para formato AR (dd/mm/aaaa).
196,warning,invalid_ar_date,VISADO,44,"relevamiento de local comercial, baños, cocina, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 130, 179, 202, 223, 232, 233 del CE, Ord 130/22, art 19, Anexo V (pluviales)",Fecha de visado invalida para formato AR (dd/mm/aaaa).
197,warning,invalid_ar_date,VISADO,44,"piscina existente , vivienda unifamiliar a construir, tres dormitorios, cochra semicubierta la frente docle, cocina comedor estar, galeria trasera con parrilla, toilet, baulera",Fecha de visado invalida para formato AR (dd/mm/aaaa).
197,warning,unassigned_legajo,LEGAJO,1,DESISTIDO,Fila con datos que no pudo asignarse a un legajo canonico.
198,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda , una en PB monoambiente, otra en PA con un dormitorio, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion CE art 5, 27, 37, 144, 151, 176, 178, 179, 181, 182, 202, 223, 226, 230, 232, 233, Infraccion ORD 53/07, Ord 130/22, art 20",Fecha de visado invalida para formato AR (dd/mm/aaaa).
199,warning,invalid_ar_date,VISADO,44,"una vivieda de dos dormitorios, baño, cocina comedor estar y cochera semicubierta existente con antecedente, a relevar ampliacion de ésta y vivienda ubicada al fondo del lote, un dormitorio, cocina comedor estar y baño, BAJO OIRD 27/10, art 1, punto 2, inc 2, Ibnfraccion CE art 5, 27, 37, 144, 151, 176, 179, 198, 201, 202, 214, 223, ORd 56/07, art 3, inc 1, ORD 130/22, art 20",Fecha de visado invalida para formato AR (dd/mm/aaaa).
200,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar, cuatro dormitorios, el ppal en PB en suite con baño, baño de servicio, cocina comedor estar, lavadero cubierto quincho semicubierto galeria, en PA tres dormitorios cada uno con un baño y balcon",Fecha de visado invalida para formato AR (dd/mm/aaaa).
201,warning,invalid_ar_date,VISADO,44,"relevamiento de local comercial y deptos en planta superior, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion CE art 5, 27, 37, 144, 178, 179, 182, 202, 214, 223 230, 232, 233, 246, 247, Ord 56/07, art 3, inc 2, sub inc 1, Ord 53/07, Ord 95/14, Ord 130/22, art 20",Fecha de visado invalida para formato AR (dd/mm/aaaa).
203,warning,invalid_ar_date,VISADO,44,"cuatro bungalos a construir, cada uno de dos dormitorios, baño, cocina comedor, cochera descubierta, piscina, tanque de agua",Fecha de visado invalida para formato AR (dd/mm/aaaa).
204,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda cada una de dos dormitorios, baño cocina comedor, separado, baños publicos, pileta de natacion y tobogan de hormgon, depósito debajo, BAJO or d27/10, art 1, punto 2, inc 2 y 3, Infraccion CE art 5, 27, 37, 176, 178, 179, 201, 202, Ord 130/22, art 21, anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
205,warning,invalid_ar_date,VISADO,44,"dos viviendas existentes, una de un dormitorio, baño, cocina comedor, otra de dos dormitorios, cocina comedor estar, baño, separado cochera cubierta y en PA a relevar salon tipo quincho con parrilla deposito y baño, BAJO ORD 27/10, art 1, punto 2, inc 1, 2 y 3, Infraccion CE art 5, 27, 37, 130, 176, 178, 179, 181, 182, 223, 226, 232, Ord 53/07, Ord 29/10, Ord 37/03, Ord 130/22, art 20 - ACTA por techo y parrillas en vereda",Fecha de visado invalida para formato AR (dd/mm/aaaa).
206,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda, una en PB y otra igual en PA, dos dormitorios, baño, cocina comedor, cocheras semicubiertas al frente, BAJO ORD 27/10, art 1, punto 2, inc 2 , Infraccion art 5, 27, 37, 144, 151, 176, 178, 179, 181, 182, 202, 226, 232 DEL ce, orD 56/07, ART 3, INC 2, SUB INC 1",Fecha de visado invalida para formato AR (dd/mm/aaaa).
207,warning,invalid_ar_date,VISADO,44,demolición de vivienda unifamiliar existente,Fecha de visado invalida para formato AR (dd/mm/aaaa).
208,warning,invalid_ar_date,VISADO,44,"relevamiento de local comercial en PB esquina y seis deptos de PB y PA, releva pequeña ampliacion de un baño y un office, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion CE art 5, 27, 37, 179, Ord 130/22, art 20, Anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
